web-scraper-order,web-scraper-start-url,pagination,name,street,zip-code,city
"1632986685-9739","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA","Husumer Str. 28 B","25821","Breklum"
"1632986661-8207","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Wehrmann","Mindener Str. 33","32278","Kirchlengern"
"1632986643-6792","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Knopp & Paul","Venloer Str. 1-3","41462","Neuss"
"1632986553-1269","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Dachelhofer Str. 75","92421","Schwandorf"
"1632986685-9168","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E aktiv Markt Subey","Soltauer Str. 83","21244","Buchholz in der Nordheide-Seppensen"
"1632986578-3078","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Wittmann","Friedländer Str. 4","84478","Waldkraiburg"
"1632986567-1858","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E xpress","Triftstr. 10","80538","München"
"1632986553-1452","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Fenzl","Dorfstr. 11","94107","Schaibing/Unterriesbach"
"1632986578-2984","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Bahnhofstr. 15 b","84079","Bruckberg"
"1632986652-7468","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Scharke","Crucigerstr. 24","39128","Magdeburg"
"1632986543-944","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","E-Center","Würzburger Straße 100","97225","Zellingen"
"1632986685-9217","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E aktiv Markt Järneke","Ernst - Bergeest - Weg 53","21077","Hamburg"
"1632986624-6038","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Storost","Am Fließ 6","52249","Eschweiler-Dürwiß"
"1632986701-10384","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Heerstraße","Heerstr. 284","13595","Berlin"
"1632986598-4452","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Völkle","Wallonenstr. 62","76297","Stutensee"
"1632986617-5284","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","E center","Bosenheimer Str. 287","55543","Bad Kreuznach"
"1632986589-3919","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Rees","Damenstr. 19","79183","Waldkirch"
"1632986652-7449","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Heidrun Wucherpfennig","Semmelweißstr. 13","39112","Magdeburg Zentrum"
"1632986701-10485","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Friedrich","Hellersdorfer Str. 83","12619","Berlin"
"1632986674-8602","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Frischemarkt Pippow","Sülldorfer Landstr. 3","22589","Hamburg"
"1632986685-9572","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA","Rotenbrook 4","22524","Itzehoe"
"1632986610-5002","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Stiegler","St.-German Str. 8","67346","Speyer"
"1632986685-9272","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E aktiv markt Müller","Kolberger Str. 2-3","23879","Mölln"
"1632986567-2163","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Oderdingerstr. 2","82362","Weilheim In Oberbayern"
"1632986567-2370","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","Scherer´s tägliche Frische","Trostberger Str. 5","84549","Engelsberg"
"1632986685-9162","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E aktiv markt Lange","Am Sportzentrum 5","21522","Hohnstorf (Elbe)"
"1632986617-5523","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Nüsken","Riga-Ring 5-15","59494","Soest"
"1632986694-10132","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Papenberg","Karl-Bartels-Str. 9","17192","Waren"
"1632986685-9208","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Brüning & Tochter","Lerchenstr. 14","28755","Bremen-Aumund-Hammersbeck"
"1632986553-1808","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","Melanie Lienert","Str. Des Friedens 22a","99192","Nesse-Apfelstädt"
"1632986530-21","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Höfer","Zwickauer Str. 8","08485","Lengenfeld"
"1632986634-6253","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA M&H","Twentmannstr. 1","45141","Essen-Stoppenberg-Stoppenberg"
"1632986652-7497","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA","Barbecker Str. 2","38268","Lengede / Broistedt"
"1632986652-7376","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA","Wildunger Str. 18","34513","Waldeck"
"1632986598-4184","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Fleck","Europaplatz 20","70565","Stuttgart"
"1632986553-1356","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Hartmannsgruber","Grafenauer Str. 31","94548","Innernzell"
"1632986589-3638","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Böblingen","Wolfgang-Brumme-Allee 27","71034","Böblingen"
"1632986598-4536","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","Beckesepp","Schwarzwaldstr. 20","79199","Kirchzarten"
"1632986543-639","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Gass","Bucher str. 86","90408","Nuernberg"
"1632986604-4896","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Preß","Böswiesenstr. 2a","66892","Bruchmühlbach-Miesau"
"1632986617-5475","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA FISCHENICH","Kuchenheimer Str. 77","53881","Euskirchen"
"1632986694-9793","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Wipfli","Weitzgrunder Str. 2","14806","Bad Belzig"
"1632986674-8794","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Wichmann","Adolf-Ahlers-Str. 3","26441","Jever"
"1632986578-3115","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Hochriesstr. 54","83209","Prien-Ernsdorf"
"1632986634-6161","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Driller","Paracelsusstr. 47","42551","Velbert"
"1632986674-8594","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Bramfelder Chaussee 84","22177","Hamburg-Bramfeld"
"1632986578-3162","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","nah & gut Holzner","Chiemseestr. 10","83376","Truchtlaching"
"1632986661-8009","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","E center Pacholski","Am Rehmanger 2","38304","Wolfenbüttel"
"1632986661-8034","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Durasin","Saaledamm 2","31008","Elze"
"1632986567-2037","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Birkenstr. 3","85604","Zorneding"
"1632986543-636","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","E center Dötzer","Happurger Str. 31","91217","Hersbruck"
"1632986567-2282","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","nah & gut Keck","Fuggerstr. 9","86830","Schwabmünchen"
"1632986674-8554","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","E aktiv markt Anders","Grindelallee 126","20146","Hamburg"
"1632986553-1215","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Hehenberger","Griesbacher Str. 24","94094","Rotthalmünster"
"1632986589-3744","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","E aktiv Markt Sommer","Mühlbacherstr. 9","75031","Eppingen"
"1632986567-2052","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Rehder","Oskar-von-Miller-Str. 2","82256","Fürstenfeldbruck"
"1632986701-10365","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Trabener Straße","Trabener Str. 2","14193","Berlin-Grunewald-Grunewald"
"1632986598-4189","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","E center","Eugenstr. 74","72072","Tübingen"
"1632986598-4171","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Bauer","Kirchheimer Str. 65","70619","Stuttgart-Sillenbuch"
"1632986589-3843","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Behrens","Veilchenstr. 22-24","76131","Karlsruhe"
"1632986685-9507","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Holling","Debstedter Weg 16-18","27578","Bremerhaven"
"1632986589-3795","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Berger","Schwarzwaldstr. 105","75305","Neuenbürg"
"1632986578-3297","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Simbacher Str. 8 a","84533","Marktl"
"1632986701-10544","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Pieler","Berliner Str. 28","16833","Fehrbellin"
"1632986617-5414","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA VOGL","Am Klufterplatz","53175","Bonn - Bad Godesberg -"
"1632986610-5171","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Buch","Hauptstr. 73","65719","Hofheim"
"1632986543-670","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Lehmann","Freyung 44","92536","Pfreimd"
"1632986553-1596","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Brunnengasse 7","97957","Wittighausen"
"1632986685-9505","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Cord","Hans-Böckler-Str. 32b","27578","Bremerhaven-Leherheide-Leherheide"
"1632986685-9452","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E neukauf Hayunga","Kohfurth 15","22850","Norderstedt"
"1632986661-7995","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Weiss","Woltersdorfer Str. 27g","39175","Biederitz"
"1632986674-8703","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","PENNY Markt","Bahnhofstraße 9-11","25451","Quickborn"
"1632986567-2262","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Rosenheimer Str. 88","83098","Brannenburg"
"1632986530-292","https://www.meinprospekt.de/filialen/edeka/0","","NP-Markt Muldestausee - Friedersdorf","Bitterfelder Str. 11","06774","Muldestausee"
"1632986589-3845","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Völkle","Wallonenstr. 62","76297","Stutensee"
"1632986553-1382","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","E center Schuler","Rothenburgerstr. 28","90513","Zirndorf"
"1632986553-1445","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Bächner","Fischhausweg 6","91583","Schillingsfürst"
"1632986543-828","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","E-Center","Dr.-Martin-Luther-Straße","97199","Ochsenfurt"
"1632986685-9637","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","Frischemarkt Stave","Dörpstraat 22","24816","Luhnstedt"
"1632986553-1337","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Mielich","Dinkelsbühlerstr. 17","91555","Feuchtwangen"
"1632986652-7399","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Amelang","Thomas-Müntzer-Hof 3","39439","Güsten"
"1632986578-3231","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Sappl","Zusamleite 1","86450","Altenmünster"
"1632986567-2004","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Colmdorfstr. 27","81249","München"
"1632986661-8095","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Bahrs","Magdeburger Str. 16a","39646","Oebisfelde"
"1632986578-2842","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Leutstettener Str. 17","82319","Starnberg"
"1632986685-9155","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Helmke","Woltmershauser Str. 278-280","28197","Bremen-Woltmershausen"
"1632986578-3219","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Drexel","Lindauer Str. 13","87600","Oberbeuren"
"1632986617-5328","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","E aktiv markt Borsch","Im Steinerling 2-3","54498","Piesport"
"1632986543-377","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Kollmann","Bahnhofstr. 43","83245","Dietfurt An Der Altmühl"
"1632986674-8563","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Linow","Mozartstr. 16","22083","Hamburg"
"1632986685-9717","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","Markt am Falm","Wyker Weg 319","27498","Helgoland"
"1632986685-9355","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E aktiv Markt Dalinger","Sieker Landstr. 31","22143","Hamburg-Rahlstedt"
"1632986553-1486","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Odenwaldallee 31","91056","Erlangen"
"1632986652-7733","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA","Herrlichkeit 432","31613","Wietzen"
"1632986567-2035","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Ludwig-Erhard-Str. 4 c","85375","Neufahrn"
"1632986553-1184","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Fröhlich","Hohenfelser Str. 33","92331","Parsberg"
"1632986643-7189","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","Edeka Schulte","Antoniusstr. 30","49811","Lingen"
"1632986685-9091","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA","Große Str. 14 - 18","27299","Langwedel"
"1632986530-251","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Hallmarkt","Oleariusstr. 4a","06108","Halle (Saale)"
"1632986578-3358","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Buchbauer","Emil-Schwate-Industrie Str. 21","84364","Bad Birnbach"
"1632986589-3866","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA","Lange Str. 44","76530","Baden-Baden"
"1632986598-4642","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Breisach","Ihringer Landstr. 14","79206","Breisach"
"1632986553-1622","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Spiegel","Bahnhofstr. 10","97234","Reichenberg"
"1632986610-5030","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Stenger","Bert-Brecht-Str. 37/Lange Straße.13","63741","Aschaffenburg"
"1632986598-4530","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","E center","Laufenpark 24","79725","Laufenburg"
"1632986567-1986","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E center","Unterhachinger Str. 28","85521","Ottobrunn"
"1632986598-4082","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","Edeka aktiv markt","Marktstr. 7","73033","Göppingen"
"1632986701-10698","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Brüning","Saaler Chaussee 6","18311","Ribnitz-Damgarten"
